title,rating,detail,level
Artificial Intelligence #7 : Genetic Algorithm Optimization,3.1,Learn how to solve optimization problem using Genetic Algorithm Optimization Method | By Sobhan N.,All Levels
"Hands-On Machine Learning: Learn TensorFlow, Python, & Java!",4.1,Jump into a field with more demand than supply. Apps driven by machine learning are the future of mobile app development | By Mammoth Interactive,Beginner
eCommerce Analytics - Big Data and Machine Learning,3.5,Learn how to apply reporting and analysis techniques to the eCommerce domain which helps to make informed business. | By Jigsaw Academy,Intermediate
"Data Science, Machine Learning and Deep Learning with Python",3.2,"Learn Data Science with Data Parsing, Data Visualization, Data Processing and Supervised Machine Learning, Unsupervised | By Teach Premium",All Levels
Data Mining with Rattle,3.4,"Learn to use the GUI-based comprehensive Data Miner data mining software suite implemented as the rattle package in R | By Geoffrey Hubona, Ph.D.",All Levels
Learning Path: R: Real-World Data Mining With R,3.2,Learn data mining with R using real-world dataset analysis techniques and discover the versatility of R | By Packt Publishing,Beginner
"Statistics - Analyzing, Calculating and Understanding",0.0,Basic and advanced principles | By Lecturio GmbH,All Levels
Data Science Approach from Scratch: A Shortcut Course,4.2,Understand the Complete Data Science use through a Real Life problem - The Easiest Way to Understand Data Science | By Nizamuddin Siddiqui,Beginner
Applied Deep Learning with TensorFlow and Google Cloud AI,3.8,Take your Deep Learning skills to the next level using TensorFlow and Google Cloud AI | By Packt Publishing,Intermediate
Complete AI Course with Real-world Business Applications,3.4,"Learn Machine Learning, Natural Language Processing, Big Data, Computer Vision & Deep Learning using python | By Spotflock Education",All Levels
Hands-on Artificial Intelligence with TensorFlow,2.8,A practical approach to deep learning and deep reinforcement learning for building real-world applications using TensorF | By Packt Publishing,Intermediate
Advanced Artificial Intelligence Projects with Python,2.4,Bring AI into your life with real-world projects in Python. | By Packt Publishing,Intermediate
Fundamentals of Python for Data Mining,2.7,Want to learn data mining with Python? This course offers fundamentals of Pythons with examples and than data mining. | By SVBook Pte. Ltd.,Beginner
Machine Learning using Python,4.0,"This training is an introduction to the concept of machine learning, its algorithms and application using Python. | By EDU CBA",Intermediate
Practical Machine Learning and Deep Learning with TensorFlow,3.5,Jumpstart your career as a Data Scientist with this practical guide on Machine Learning & Deep Learning with TensorFlow | By Packt Publishing,Beginner
Identify Problems with Artificial Intelligence - Case Study,4.1,Industry 4.0: Bring your Complex Problem Solving Skills to a new level. Contains Deep Learning Tutorial. | By Vladimir Zhbanko,All Levels
Deep Learning with Apache Spark - MasterClass!,0.0,"A fast-paced guide to implementing practical hands-on examples, streamlining Deep Learning with Apache Spark | By Packt Publishing",Intermediate
Introduction to tensorflow 2,4.1,How to start deep learning with tensorflow 2 - machine learning in the cloud with google colab | By Dan We,Beginner
Python and Pandas Data Science and Visualization,0.0,"Learn Data Acquisition, Analysis, and Visualization with Python 3, NumPy, Pandas, and Matplotlib in a single course | By Ashwin Pajankar • 50,000+ Students Worldwide",Beginner
Data Science-Unsupervised Machine Learning Using R,4.3,"Recommender Systems, Association Rules, Dimension Reduction, Network Analysis | By ExcelR Solutions",Intermediate
Machine Learning & Tensorflow - Google Cloud Approach,3.4,Tensors and TensorFlow | By Notez (Rent a Mind),All Levels
Multiple Regression Analysis with R,3.5,Learn multiple regression analysis main concepts from basic to expert level through a practical course with R. | By Diego Fernandez,All Levels
Data and Statistics (For Business and Economics),4.2,Make your data speak using graphical and numerical measures in Statistics (Working in MS Excel included). | By Shubham Kalra,All Levels
Big Data Processing and Machine Learning with Apache Spark,3.2,"Leverage the power of Apache Spark to perform data processing, analytics, and machine learning on your data in real-time | By Packt Publishing",Beginner
Learn Reinforcement Learning From Scratch,4.2,This course is your guide to exploring the possibilities in the field of reinforcement learning. | By Star Academy,All Levels
Intro to Python for Data Science,3.9,Go from complete Python newbie to building your own automated Python tools for Data Science | By Pinata Data,Beginner
Business Data Science: Time Series Regression,3.9,"In this course you will build a demand forecasting solution in R using concepts from Stats, Economics and Supply Chain | By Nolita Analytics",All Levels
LEARNING PATH: Statistics and Data Mining for Data Science,4.3,Dive deep into the statistical and data mining techniques to get useful insights out of your data | By Packt Publishing,Beginner
Sprint the Data Science Interview,4.0,Kick Start your Data Science Interview Preparation | By Muni Kumar Gopu V R,Intermediate
Learning Path: R: Real-World Data Science Solutions with R,4.2,Delve into the most popular R packages and techniques to solve real-world data problems | By Packt Publishing,Intermediate
Learning Path: Java: Natural Language Processing with Java,3.5,| By Packt Publishing,Intermediate
Build your deep learning portfolio: Meditations with LSTM,3.7,"In this deep learning tutorial I will teach you how to build an LSTM model, which generates text. | By Dovydas Ceilutka",Intermediate
The Four Keys to Natural Language Processing,3.4,"Understanding the basics of Tokenization, POS Tagging & Lemmatizer, Named Entity Recognition, and Semantic Analysis | By Noah Thies",Beginner
Multiple Regression Analysis with Python,3.6,Learn multiple regression analysis main concepts from basic to expert level through a practical course with Python. | By Diego Fernandez,All Levels
Learning Path: Spark: Data Science with Apache Spark,3.5,Explore the power of big data processing and machine learning with Apache Spark | By Packt Publishing,Beginner
Practical Supervised and Unsupervised Learning with Python,0.0,Enter the world of Artificial Intelligence! Develop Python coding practices while exploring Supervised Machine Learning | By Packt Publishing,Intermediate
Evolutionary Algorithms - AI Tetris Bot,1.4,Where you learn Evolutionary Algorithms and program an AI Tetris Bot | By Neural Learner,Intermediate
Learn Machine Learning with Weka,3.1,Learn Machine Learning and Weka with this COurse | By SVBook Pte. Ltd.,Beginner
Artificial Neural Networks(ANN) Made Easy,3.7,Learn ANN Model Building and Fine-tuning ANN hyper-parameters on Python and TensorFlow | By Statinfer Solutions,Beginner
The Rise of Artificial Intelligence At Work in 2020 & Beyond,3.8,Welcome to the new Artificial Intelligence (AI) Technology Revolution in 2020 | By Srinidhi Ranganathan,Beginner
LEARNING PATH: Statistics for Machine Learning,3.5,Harness the statistical fundamentals and terminology for model building and validation | By Packt Publishing,Beginner
Learn Data Science with Python for Beginners,3.5,"Learn Data Science and machine Learning with Python, Become Data Scientist | By Easy & Fast Learning",All Levels
Machine Learning Fundamentals,4.0,Use Python and scikit-learn to get up and running with the hottest developments in AI | By Packt Publishing,Beginner
Learn Data Science with Python - Part 1: Python Basics,3.9,"Complete hands-on data science tutorial with Python, Anaconda Development Environment and Jupyter Notebooks | By Tony Staunton",Beginner
How neural networks work - a glimpse into math for beginners,4.2,a practical crash course in the mathematical concept used in neural networks for beginners | By Dan We,Beginner
Feature Selection In Machine Learning,0.0,"filter methods , wrapper methods and embedded methods | By behi school code",All Levels
Ranking Search Results using Machine Learning,2.9,"Ranking Search Results using Machine Learning models like LAMBDAMART, LAMBDANET, RANKNET | By Evergreen Technologies",Intermediate
Unsupervised Machine Learning Projects with R,4.3,This course will give you the required knowledge and skills to build real-world machine learning projects with R. | By Packt Publishing,Expert
Advanced Computer Vision with TensorFlow,4.3,Exploit the power of TensorFlow to perform image processing | By Packt Publishing,Expert
The Beginning of AI,4.0,The Three Branches of AI that will change our lives | By Noah Thies,Beginner
Machine Learning with Scikit-learn,3.6,Learn to implement and evaluate machine learning solutions with scikit-learn | By Packt Publishing,Expert
Advanced Computer Vision Projects,2.4,Gain a working knowledge of advanced machine learning | By Packt Publishing,Intermediate
Data Science for AI and Machine Learning Using R,0.0,Become Data Science (Machine Learning) professional by learning from Data Science professional | By Shiv Onkar Deepak Kumar,All Levels
Python: Step into the World of Machine Learning,3.0,Apply your existing Python skills to the highly lucrative fields of machine learning and deep learning. | By Packt Publishing,Intermediate
"AI, ML & IT's IMPACT ON DIGITAL MARKETING",3.1,LEARN THE BASICS OF AI/ML (ARTIFICIAL INTELLIGENCE/MACHINE LEARNING) IT’S IMPACT ON DIGITAL MARKETING. | By Raja Vikram,All Levels
Become a Citizen Data Scientist : Marketing perspective,4.0,"Understand your customer : Profiling, Segmentation, Targeting and Recommendation using Microsoft Azure ML, SQL, Power BI | By Mohamed Jendoubi",Beginner
SAS Predictive Modeling : Fun with Cluster & Factor Analysis,3.2,"SAS Predictive Modelling -Series 3: Euclidean Distance, K-means Clustering, Hierarchical Clustering, Factor Analysis | By Hands-On Skill",All Levels
LEARNING PATH: Python: Advanced Machine Learning with Python,3.8,Learn the most effective machine learning tools and techniques with Python | By Packt Publishing,Intermediate
R Data Visualization – Word Clouds and 3D Plots,4.2,"Advanced visualization techniques in R to build word clouds, 3D plots, and more | By Packt Publishing",Intermediate
C++ Deep Learning with Caffe,2.8,"Build, train & deploy your models using the speed & efficiency of Caffe & get future-ready in the world of Deep Learning | By Packt Publishing",Beginner
Getting Started with NLP and Deep Learning with Python,4.6,Build a strong foundation to enter the world of Machine Learning & data science with help of this comprehensive guide | By Packt Publishing,Intermediate
Text Processing using NLTK in Python,3.1,Learn the tricks and tips that will help you design Text Analytics solutions | By Packt Publishing,Intermediate
scikit-learn –Test Predictions Using Various Models,5.0,A one-stop solution to test model accuracy with cross-validation | By Packt Publishing,Intermediate
Linear regression in R for Data Scientists,3.0,Learn the most important technique in Analytics with lots of business examples. From basic to advanced. | By Francisco Juretig,All Levels
Introduction To Data Science Using R Programming,3.6,Learn and master data science concepts using R . Learn both analytics and visualization in one single course | By Eduonix Learning Solutions,All Levels
Artificial Intelligence #5: MLP Networks with Scikit & Keras,4.6,Learn how to create Multilayer Perceptron Neural Network by using Scikit learn and Keras Libraries and Python | By Sobhan N.,All Levels
Crack Pandas and NumPy: Python Data Science Made Easy,4.1,Take this essential course on programming in the Internet’s most popular programming language! Beginner friendly. | By Mammoth Interactive,Beginner
Applied Statistics and Data Preparation with Python,2.9,Applied Statistics with Python | By SVBook Pte. Ltd.,Beginner
Artificial Intelligence Level 2: Rise of the Machines,4.8,"Explore Artificial Intelligence | By Gilad James, PhD",Beginner
Python Machine Learning: From Techniques to Troubleshooting,0.0,"Use Machine Learning to make your Python apps smarter & build efficient, progressive models to tackle real-world data | By Packt Publishing",Beginner
Neural Networks with TensorFlow - A Complete Guide!: 3-in-1,3.3,Get hands-on and use Deep Learning to build CNNs and train efficient Neural Networks. Unleash the power of TensorFlow. | By Packt Publishing,Beginner
Developing NLP Applications Using NLTK in Python,3.5,"Learn a practical viewpoint to understand and implement NLP solutions involving POS tagging, parsing, and much more | By Packt Publishing",Intermediate
AI Academy #2: Learn Classification & Clustering Methods A-Z,4.3,"Learn how to classify datasets using different methods like Bayes, kNN, SVM and Logistic Regression (Codes Included) | By Sobhan N.",All Levels
Mastering Natural Language Processing with Python,0.0,Explore various NLP tasks while enhancing your Python skills in real-world scenarios | By Packt Publishing,Expert
"Train Machine Learning model with IBM Watson, Core ML, Swift",4.3,Learn to train build your own Neural Network based machine model to use in iOS apps | By DevTechie Interactive,All Levels
Machine Learning with TensorFlow,3.0,Tackle common machine learning problems with Google’s TensorFlow library and build deployable solutions | By Packt Publishing,Beginner
Machine Learning with TensorFlow,3.0,Tackle common machine learning problems with Google’s TensorFlow library and build deployable solutions | By Packt Publishing,Beginner
Natural Language Processing with Python: 3-in-1,3.6,Build solutions to get up and speed with new trends in NLP. Three complete courses in one comprehensive training program | By Packt Publishing,Intermediate
Sales Forecasting in R with Time Series Models,0.0,Learn to all about sales forecasting in R with this tutorial. | By Eduonix Learning Solutions,Intermediate
R programming from Scratch & Practice Case Studies workout,4.1,"Analytics / Data Science: Learn to Import, Sort, Merge, Subset, Append, Freq, Univariate, Regression, Derive variable | By Gopal Prasad Malakar",All Levels
Basics of Artificial Intelligence for beginners (AI),3.5,For Beginners: On AI Initiatives | By Dr. Dheeraj Mehrotra,Beginner
Hands-On Game AI Development,1.0,"Drive player satisfaction, fun, retention, and replayability with intelligent non-player characters. | By Packt Publishing",Intermediate
Data Science 4 Newbs! Skills + Basic Web Experiment Analysis,4.2,"Practice basic web experiment analysis hands-on and gain the crucial data science skills of Unix, SQL, and Tableau fast! | By Larry Wai",Beginner
Fundamentals of Java Programming for Text Mining and NLP,3.7,Learn Java Programming for Text Mining and Natural Language Processing using Stanford NLP | By SVBook Pte. Ltd.,Beginner
Deep Learning with Java,3.0,Build sophisticated algorithms that are fundamental to deep learning and AI with Java 12 | By Packt Publishing,Intermediate
Fundamentals of image gradients and edge detection,0.0,"Learn to apply Sobel , laplacian and Scharr kernels to compute image gradients | By Evergreen Technologies",Beginner
Learning Python Artificial Intelligence by Example,2.8,"Build interactive chatbots, facial recognition, headline writers, and more. No AI experience required! | By Packt Publishing",Beginner
Machine Learning Algorithms in 7 Days,3.6,Master the top 7 powerful and advanced algorithms and excel in Machine Learning | By Packt Publishing,Beginner
Data Science and Machine Learning with R and Python,3.4,"Data science,Machine Learning,Data visualization with R and Python using real world examples. | By Ankita khanna",All Levels
machine learning for beginners - neural networks,4.4,Create you first neural networks in python - a hands on guide for beginners | By Dan We,Beginner
Data Science for Professionals,4.3,It's time to leave spreadsheets behind... | By Gregory Sward,Beginner
Python For Machine Learning,3.6,Go from Complete Beginner to Ready to take on Machine Learning in one Course! | By John Williams,Beginner
Deep learning for NLP using Python,1.0,Learn how to apply the concepts of deep learning to a diverse range of natural language processing (NLP) techniques | By Packt Publishing,Expert
Data Science: Sparklyr Basics for Beginners,4.1,"Learn to interact with data in Apache Spark through sparklyr and simplify machine learning model implementations. | By Artech Learning, LLC.",All Levels
Simple image classification using KNN,3.7,Learn how to classify images using KNN algorithm | By Evergreen Technologies,Beginner
Building Machine Learning Systems with TensorFlow,3.9,Engaging projects that will teach you how complex data can be exploited to gain the most insight | By Packt Publishing,Expert
Data Science and Analytics in R : Hands-on Data Science,3.9,"Learn Data Science, Data manipulation with R programming from Scratch | By Ankit Mistry",All Levels
Microsoft Azure Machine Learning Studio,3.7,Concepts on Microsoft Azure Machine Learning Studio | By Manu Mitra,Beginner
Machine Learning Basics,3.1,What we all need to know about Machine Learning (ML) | By Nitin Mathur,Beginner
Mastering Deep Learning using Apache Spark,0.0,Develop industrial solutions based on deep learning models with Apache Spark | By Packt Publishing,Intermediate
Mastering Data Analysis with R,4.2,Master R's advanced techniques to solve real-world problems in data analysis and gain valuable insights from your data | By Packt Publishing,Expert
Unbalanced Data - Quick Start,4.5,"Learn what is imbalanced learning is all about: causes, consequences and main solutions to handle unbalanced datasets | By Bassam Almogahed",Beginner
Data Science: Machine Learning algorithms in Matlab,3.6,A-Z Guide to Implementing Classic Machine Learning Algorithms From Scratch and with Matlab and maths. | By Geek Cafe,Intermediate
A Beginner's Guide to Artificial Intelligence,5.0,Learn what Artificial Intelligence really is - without any tech knowledge | By Tim Guelke,Beginner
Practical Reinforcement Learning - Agents and Environments,1.9,Get to grips with the basics of Reinforcement Learning and build your own intelligent systems | By Packt Publishing,Intermediate
Artificial Intelligence #2: Polynomial & Logistic Regression,4.0,Regression techniques for students and professionals. Learn Polynomial & Logistic Regression and code them in python | By Sobhan N.,All Levels
Predictive Analytics with Apache Spark including Project,0.0,Predictive Analytics with Apache Spark using Databricks (Unofficial) including Project (Apache Spark Project) | By Bigdata Engineer,All Levels
Python: Master Machine Learning with Python: 3-in-1,2.2,Practical and unique solutions to common Machine Learning problems that you face! | By Packt Publishing,Beginner
Python: Master Machine Learning with Python: 3-in-1,2.2,Practical and unique solutions to common Machine Learning problems that you face! | By Packt Publishing,Beginner
R: Artificial Neural Nets in R - Beginner to Expert!: 3-in-1,0.0,"Implement solutions from scratch, covering real-world case studies to illustrate the power of neural network models. | By Packt Publishing",Beginner
Deep Learning with Python - Novice to Pro!,3.5,"Practical recipes on Neural Network modeling, Reinforcement & Transfer Learning using Python's Deep Learning tools | By Packt Publishing",Intermediate
24h Pro data science in R,3.7,Practice data science with 24hs of material using real examples | By Francisco Juretig,All Levels
Introductory Probability and Statistics,4.4,An Excel Oriented Course | By Ash Narayan Sah,All Levels
Speaking ‘R’ - The Language of Data Science,0.0,Get a sense of the awesome power of R by learning how complex things are done with ease. | By Packt Publishing,Intermediate
Apache Spark Deep Learning Advanced Recipes,0.0,Implement practical hands-on examples with Apache Spark | By Packt Publishing,Intermediate
Learn Data Science Basics,3.0,Basics of Data Science | By Dr. Dheeraj Mehrotra,Beginner
Artificial Intelligence Developer with Avaya Zang,2.0,Want to learn the Artificial Intelligence World? Want to become a Telecom Expert? Get Avaya Certified? Do this course | By Juan Sebastian Garcia,All Levels
Learn Azure Machine Learning from scratch,3.5,"Learn how to create Azure Machine Learning Models, join datasets, and predict values. | By Khaled Jemni",Beginner
Keras Deep Learning Projects,3.2,"Learn to build cutting-edge Deep Learning models in a simple, easy to understand way. | By Packt Publishing",Intermediate
Business Statistics with R,4.1,Learn business statistics from basic to expert level through a practical course with R statistical software. | By Diego Fernandez,All Levels
Deep Learning with Python,3.9,Dive into the future of data science and implement intelligent systems using deep learning with Python | By Packt Publishing,Beginner
Complete Guide to Deep Learning with Java: 2 in 1,2.3,Explore Deep Learning algorithms with the most famous Java Framework: DL4J | By Packt Publishing,Beginner
Python Machine Learning Solutions,4.0,100 videos that teach you how to perform various machine learning tasks in the real world | By Packt Publishing,Intermediate
R Programming - Data Science using R,4.2,Through this training you are going to learn the basics of R and how it can be used for data processing and data visuali | By Data Training Campus,All Levels
"Machine Learning Top 5 Models Implementation ""A-Z""",5.0,Python and Codeless | By Amine Mehablia,All Levels
Introduction to Artificial Intelligence with Java,3.8,Build real-world Artificial Intelligence applications with Java to intelligently interact with the world around you | By Packt Publishing,Intermediate
Hands-On Artificial Intelligence with Keras and Python,5.0,Use Keras to solve advanced industry relevant projects | By Packt Publishing,Beginner
Practical Convolutional Neural Networks,3.7,Tackle all CNN-related queries with this fast-paced guide | By Packt Publishing,Intermediate
Learn the Normal or Gaussian distribution in statistics,4.5,Learn through clear lectures and hands-on solved problems how to fully understand the Normal Distribution. | By Luc Zio,Beginner
Deep Learning with Python and R: 2-in-1,5.0,Implement intelligent systems and enhance algorithms to achieve higher levels of accuracy with deep learning in Python a | By Packt Publishing,Beginner
Data Science: Beginners Guide to the Command Line,4.1,Master the Basics of the Command Line and Prepare for a Career in Data Science! | By Ben Weinstein,All Levels
Working Business Statistics Problems,0.0,This course will show you how to work any statistics problem you might encounter in a business statistics course. | By Ronny Richardson,Beginner
Learning Path: TensorFlow: Machine & Deep Learning Solutions,3.1,Harness the power of machine and deep learning of TensorFlow with ease | By Packt Publishing,Beginner
Statistics for Data Science,2.6,"Leverage the power of statistics for Data Analysis, Classification, Regression, Machine Learning, and Neural Networks | By Packt Publishing",Intermediate
AI Academy #1: Learn Regression Analysis Methods from A-Z,2.7,"Learn Most Important Regression Methods like Linear, Multi-Linear, Polynomial and Logistic Regression | By Sobhan N.",All Levels
Data Science: From Prediction to Production,3.8,Lessons Learned from a Decade of Building Machine Learning Applications | By Snir Madar,Intermediate
Deep Learning and Reinforcement Learning with Tensorflow,3.4,Develop smart agents & train them using Reinforcement Learning with Tensorflow’s neural networks | By Packt Publishing,Intermediate
Applied Deep Learning with Keras,5.0,Solve complex real-life problems with the simplicity of Keras | By Packt Publishing,Intermediate
Hands-On Neural Network Programming with TensorFlow,0.0,Dive into Neural Networks by solving real-world datasets using Tensorflow | By Packt Publishing,Beginner
Natural Language Processing (NLP) Interview Test Series,3.8,From Zero to Hero in all NLP interview. Ace your next Data Science interview by mastering Natural Language Processing | By Aditya ojha,110 questions
Artificial Intelligence #8 : Particle Swarm Optimization,2.8,Learn how to solve optimization problem using Particle Swarm Optimization Method | By Sobhan N.,All Levels
Artificial Intelligence - TensorFlow Machine Learning,3.2,AI and Machine Learning from theory to the required hands-on experience by using latest TensorFlow JavaScript framework | By Vinay Phadnis,All Levels
Hands-On Machine Learning with TensorFlow.js,2.8,A quick and easy way for JavaScript developers to begin their journey with machine learning | By Packt Publishing,Beginner
Python - Data mining and Machine learning,3.0,Develop your own Python recommender system using Machine Learning | By Mark Nielsen,Beginner
R for Data Science: Learn Data Manipulation With R,0.0,"Learn data science with R programming, handle with data, manipulate the data and produce meaningful outcomes with R! | By Oak Academy",All Levels
Getting Started with Natural Language Processing in Java,3.9,Get up and running with Natural Language Processing techniques using Java | By Packt Publishing,Intermediate
Fundamentals of Machine Learning with scikit-learn,0.0,A reference guide to popular algorithms for data science and Machine Learning | By Packt Publishing,Intermediate
Regression Machine Learning with Python,3.0,Learn regression machine learning from basic to expert level through a practical course with Python programming language | By Diego Fernandez,All Levels
Data Science- Hypothesis Testing Using Minitab and R,4.1,"Introduction to Hypothesis Testing, Performing Parametric and non parametric tests, Analysis of Variance | By ExcelR Solutions",All Levels
Artificial Intelligence #1: Linear & MultiLinear Regression,3.7,Regression techniques for students and professionals. Learn Linear & Multilinear Regression and code them in python | By Sobhan N.,All Levels
Securing Your AI and Machine Learning Systems,0.0,Design secure AI/ML solutions | By Packt Publishing,Beginner
Machine Learning with C++ : Choosing the Right Algorithm,2.4,Use skills learnt in C++ to build efficient models | By Packt Publishing,Intermediate
Reinforcement Learning #1: Fundamentals,4.2,Introduction to Reinforcement Learning | By Abhishek Kumar,Beginner
Applied Statistics using R with Data Processing,4.0,Applied Statistics with R | By SVBook Pte. Ltd.,Beginner
TensorFlow: Application Development Using TensorFlow: 2-in-1,3.3,Create deep learning models for your mobile applications by leveraging the potential of AI with TensorFlow. | By Packt Publishing,Beginner
Hands-on Supervised Machine Learning with Python,5.0,Teach your machine to think for itself! | By Packt Publishing,Intermediate
A complete journey to web analytics using R tool,3.3,Analyze your website behavior using R tool | By Elementary Learners,All Levels
Regression Machine Learning with R,3.7,Learn regression machine learning from basic to expert level through a practical course with R statistical software. | By Diego Fernandez,All Levels
Learning Path:TensorFlow: The Road to TensorFlow-2nd Edition,3.9,Discover deep learning and machine learning with Python and TensorFlow | By Packt Publishing,Beginner
Fundamentals of Image convolutions,0.0,"Create effects like emboss, outline, blur, sharpen, sobel using python, open cv and kernels | By Evergreen Technologies",Beginner
Hands-On Reinforcement Learning with Java,3.2,Solve real-world problems by employing reinforcement learning techniques with Java | By Packt Publishing,Intermediate
Artificial Intelligence #3:kNN & Bayes Classification method,3.7,Classification methods for students and professionals. Learn k-Nearest Neighbors & Bayes Classification &code in python | By Sobhan N.,All Levels
Building Advanced OpenCV3 Projects with Python,3.6,Discover how to build advanced OpenCV3 projects with Python | By Packt Publishing,Expert
Applied Deep Learning with Python: 2-in-1,0.0,"Use scikit-learn, TensorFlow, and Keras to create intelligent systems and machine learning solutions | By Packt Publishing",Intermediate
Learning Path: Data Science With Apache Spark 2,3.6,Get started with Spark for large-scale distributed data processing and data science | By Packt Publishing,Beginner
Octave Neural Network for Beginners,3.2,"Understand the basics of Octave Neural Network and get started with basic commands, statements and functions. | By SimpliCode Point",Beginner
Data Mining with Python: Classification and Regression,3.8,A practical guide that will give you hands-on experience with the popular Python data mining algorithms | By Packt Publishing,Beginner
Training Your Systems with Python Statistical Modeling,2.0,Learn statistical analysis by using various machine learning models | By Packt Publishing,Intermediate
Neural Networks for Swift Developers,3.9,The iOS Programmers guide to Neural Networks | By Brian Rouse,Intermediate
Pandas for Predictive Analysis using scikit-learn,3.0,Learn how to use Pandas for Predictive Analysis by employing scikit-learn | By Packt Publishing,Intermediate
Q&A in Machine Learning and Neural Networks for beginners,4.2,Find answers to common machine learning questions which arise when you start to learn | By Dan We,Beginner
Data Science on Python Bootcamp,0.0,"A clear understanding about the data science theory, techniques and its application in Jupyter Notebook platform | By OrangeTree Global",Intermediate
Artificial Neural Networks tutorial - theory & applications,4.4,Machine learning algorithm (ANN) - simplified. See the use cases with R to understand the application | By Gopal Prasad Malakar,Beginner
30 minute Introduction to Microsoft Power BI Desktop,3.9,"Learn how to Import, Model & Clean Data. Create Power BI Measures, Visuals & build a Power BI Dashboard in 30 minutes | By Nolita Analytics",Beginner
The Complete Guide to TensorFlow 1.x,3.8,Become an expert in machine learning and deep learning with the new TensorFlow 1.x | By Packt Publishing,Intermediate
Getting Started with Machine Learning in R,1.0,Learn to make the most from your data! | By Packt Publishing,Intermediate
Python for Data Science,4.2,Learn Python With No Programming Experience in 5 days | By Susana Mullikin,Beginner
Deep Learning with R,3.5,Optimize Algorithms and achieve greater levels of accuracy with Deep learning | By Packt Publishing,Intermediate
Learning Path: R: Powerful Data Analysis with R,3.9,Learn advanced techniques of R to solve real-world problems in data analysis | By Packt Publishing,Beginner
Advanced Neural Networks with Tensorflow,1.0,Get hands-on and understand Advanced Neural Networks with TensorFlow | By Packt Publishing,Intermediate
Machine Learning in R : Support Vector Machines,3.0,Implement a ML solution in R using Support Vector Machines | By Eduonix Learning Solutions,Intermediate
IBM SPSS Modeler: Modeler’s New R Nodes,2.9,IBM SPSS Modeler Seminar Series | By Sandy Midili,Intermediate
Learning Path: Artificial Intelligence for Apps and Games,0.5,Design and implement artificial intelligence in apps and games | By Packt Publishing,Intermediate
R: Complete Data Visualization Solutions,3.4,Learn by doing - use R’s most popular packages and functions to create interactive visualizations | By Packt Publishing,Intermediate
Behaviour Patterns with Machine Learning Techniques,1.0,Learn to identify behaviour patterns based on the user actions on the web site using ML techniques | By Packt Publishing,Intermediate
Python for Natural Language Processing(NLP) by Projects,0.0,"Learn natural language processing from zero to hero, understand all machine learning models and choose the best | By Xcourse Team",All Levels
Machine Learning using Advanced Algorithms and Visualization,4.2,"Explore advanced algorithm concepts such as random forest vector machine, K- nearest, & more through real-world examples | By Packt Publishing",Expert
Octave for Data Scientists,1.0,"To understand the basics of Octave Neural Network such as running octave and getting started with basic commands, statem | By SimpliCode Point",Intermediate
Data Analysis with Python - A Complete Guide!: 4-in-1,2.6,Gain an in-depth understanding of data analysis to start your journey to become a Data Science practitioner using Python | By Packt Publishing,Beginner
Machine Learning with Scala,3.3,Explore the most innovative and cutting edge machine learning techniques with Scala | By Packt Publishing,Beginner
Artificial Intelligence: All you really need to know,4.2,"The lay person's guide to Artificial Intelligence, Machine Learning, Deep Learning and Natural Language Processing | By Nitin Mathur",Beginner
Applied Machine Learning With R,2.7,Learn machine learning and implement practical algorithms using R programming | By Eduonix Learning Solutions,All Levels
R Programming: From Statistics and Analysis to Data Science,4.0,Explore how R can provide insights to your data: Go from statistics and analysis to full deep data science. | By Packt Publishing,Beginner
Real-World Machine Learning Projects Using TensorFlow,3.0,Build real-world projects and train them using machine learning algorithms with TensorFlow | By Packt Publishing,Intermediate
AI Bot - How To Create Without Coding,2.8,Create AI Bots For Facebook Messenger Without Technical Skills | By Maksym V,Beginner
Learning TensorFlow 2.0,3.2,Learn to use Google's framework: TensorFlow 2.0 | By Packt Publishing,Intermediate
Artificial Intelligence & Deep Learning with Python,1.5,Deep dive into the world of Artificial Intelligence by leveraging Deep Learning to the fullest | By Packt Publishing,Beginner
Machine Learning Solutions with scikit-learn: 2-in-1,4.0,Implement and evaluate machine learning solutions with scikit-learn | By Packt Publishing,Intermediate
Learning R for Data Visualization,4.1,Get to grips with R’s most popular packages and functions to create interactive visualizations for the web | By Packt Publishing,Beginner
Machine Learning with Python: Data Science for Beginners,3.3,"Data Science / Machine Learning is the most in-demand and Highest Paying job of 2017 | By TELCOMA Global 60,000+ Students!",All Levels
Learning Path: R: Data Analysis and Machine Learning with R,4.0,Conquer the wider world of data science with R | By Packt Publishing,Beginner
Python for Data Science,4.1,Hands on to the most powerful language. | By Saheb Singh Chaddha,All Levels
neural networks for beginners from scatch,4.0,a beginners guide to master neural networks programming in python | By Dan We,Beginner
Apache Spark Project - eCommerce Customer Revenue Prediction,2.5,Apache Spark Project - eCommerce Customer Revenue Prediction - Spark Machine Learning Models | By Bigdata Engineer,All Levels
Machine Learning with Scikit-Learn in 7 Hours,3.5,Machine Learning in practice with Python’s scikit-learn on real-world datasets! | By Packt Publishing,Beginner
Artificial Intelligence in 3 Hours,0.0,Get up and running with AI in less than 3 hours | By Packt Publishing,Beginner
Learn R Programming and Data Fundamentals Through Exercises,3.5,Hatch as an Expert in R Programming by learning through practical R exercises that you will see in Data Science | By Dhruv Bais,All Levels
Machine Learning with Open CV and Python,3.2,Analyze and understand your data with the power and simplicity of Python | By Packt Publishing,Expert
