title,rating,level,link,detail
Data Science: Beginners Guide to the Command Line,4.1,All Levels,https://www.udemy.com/course/data-science-beginners-guide-to-the-command-line/,Master the Basics of the Command Line and Prepare for a Career in Data Science! | By Ben Weinstein
Working Business Statistics Problems,0.0,Beginner,https://www.udemy.com/course/working-business-statistics-problems/,This course will show you how to work any statistics problem you might encounter in a business statistics course. | By Ronny Richardson
Learning Path: TensorFlow: Machine & Deep Learning Solutions,3.1,Beginner,https://www.udemy.com/course/learning-path-tensorflow-machine-deep-learning-solutions/,Harness the power of machine and deep learning of TensorFlow with ease | By Packt Publishing
Statistics for Data Science,2.6,Intermediate,https://www.udemy.com/course/statistics-for-data-science/,"Leverage the power of statistics for Data Analysis, Classification, Regression, Machine Learning, and Neural Networks | By Packt Publishing"
AI Academy #1: Learn Regression Analysis Methods from A-Z,2.7,All Levels,https://www.udemy.com/course/artificial-intelligence-masterclass1regression-methods-a-z/,"Learn Most Important Regression Methods like Linear, Multi-Linear, Polynomial and Logistic Regression | By Sobhan N."
Data Science: From Prediction to Production,3.8,Intermediate,https://www.udemy.com/course/predictive-applications-from-concept-to-production/,Lessons Learned from a Decade of Building Machine Learning Applications | By Snir Madar
Deep Learning and Reinforcement Learning with Tensorflow,3.4,Intermediate,https://www.udemy.com/course/deep-learning-and-reinforcement-learning-with-tensorflow/,Develop smart agents & train them using Reinforcement Learning with Tensorflow’s neural networks | By Packt Publishing
Applied Deep Learning with Keras,5.0,Intermediate,https://www.udemy.com/course/applied-deep-learning-with-keras/,Solve complex real-life problems with the simplicity of Keras | By Packt Publishing
Hands-On Neural Network Programming with TensorFlow,0.0,Beginner,https://www.udemy.com/course/hands-on-neural-network-programming-with-tensorflow/,Dive into Neural Networks by solving real-world datasets using Tensorflow | By Packt Publishing
Natural Language Processing (NLP) Interview Test Series,3.8,110 questions,https://www.udemy.com/course/natural-language-processing-nlp-interview-test-series/,From Zero to Hero in all NLP interview. Ace your next Data Science interview by mastering Natural Language Processing | By Aditya ojha
Artificial Intelligence #8 : Particle Swarm Optimization,2.8,All Levels,https://www.udemy.com/course/artificial-intelligence-8-particle-swarm-optimization/,Learn how to solve optimization problem using Particle Swarm Optimization Method | By Sobhan N.
Artificial Intelligence - TensorFlow Machine Learning,3.2,All Levels,https://www.udemy.com/course/tensorflow-js/,AI and Machine Learning from theory to the required hands-on experience by using latest TensorFlow JavaScript framework | By Vinay Phadnis
Hands-On Machine Learning with TensorFlow.js,2.8,Beginner,https://www.udemy.com/course/hands-on-machine-learning-with-tensorflowjs/,A quick and easy way for JavaScript developers to begin their journey with machine learning | By Packt Publishing
Python - Data mining and Machine learning,3.0,Beginner,https://www.udemy.com/course/python-data-mining-and-machine-learning/,Develop your own Python recommender system using Machine Learning | By Mark Nielsen
R for Data Science: Learn Data Manipulation With R,0.0,All Levels,https://www.udemy.com/course/data-science-with-r-learn-data-manipulation-with-r/,"Learn data science with R programming, handle with data, manipulate the data and produce meaningful outcomes with R! | By Oak Academy"
Getting Started with Natural Language Processing in Java,3.9,Intermediate,https://www.udemy.com/course/getting-started-with-natural-language-processing-in-java/,Get up and running with Natural Language Processing techniques using Java | By Packt Publishing
Fundamentals of Machine Learning with scikit-learn,0.0,Intermediate,https://www.udemy.com/course/fundamentals-of-machine-learning-with-scikit-learn/,A reference guide to popular algorithms for data science and Machine Learning | By Packt Publishing
Regression Machine Learning with Python,3.0,All Levels,https://www.udemy.com/course/regression-machine-learning-with-python/,Learn regression machine learning from basic to expert level through a practical course with Python programming language | By Diego Fernandez
Data Science- Hypothesis Testing Using Minitab and R,4.1,All Levels,https://www.udemy.com/course/hypothesis-testing-using-minitab-and-r/,"Introduction to Hypothesis Testing, Performing Parametric and non parametric tests, Analysis of Variance | By ExcelR Solutions"
Artificial Intelligence #1: Linear & MultiLinear Regression,3.7,All Levels,https://www.udemy.com/course/artificial-intelligence-1-linear-multilinear-regression/,Regression techniques for students and professionals. Learn Linear & Multilinear Regression and code them in python | By Sobhan N.
Securing Your AI and Machine Learning Systems,0.0,Beginner,https://www.udemy.com/course/securing-your-ai-and-machine-learning-systems/,Design secure AI/ML solutions | By Packt Publishing
Machine Learning with C++ : Choosing the Right Algorithm,2.4,Intermediate,https://www.udemy.com/course/machine-learning-with-c-choosing-the-right-algorithm/,Use skills learnt in C++ to build efficient models | By Packt Publishing
Reinforcement Learning #1: Fundamentals,4.2,Beginner,https://www.udemy.com/course/reinforcement-learning-1-fundamentals/,Introduction to Reinforcement Learning | By Abhishek Kumar
Applied Statistics using R with Data Processing,4.0,Beginner,https://www.udemy.com/course/applied-statistics-with-r/,Applied Statistics with R | By SVBook Pte. Ltd.
TensorFlow: Application Development Using TensorFlow: 2-in-1,3.3,Beginner,https://www.udemy.com/course/tensorflow-application-development-using-tensorflow-2-in-1/,Create deep learning models for your mobile applications by leveraging the potential of AI with TensorFlow. | By Packt Publishing
Hands-on Supervised Machine Learning with Python,5.0,Intermediate,https://www.udemy.com/course/hands-on-supervised-machine-learning-with-python/,Teach your machine to think for itself! | By Packt Publishing
A complete journey to web analytics using R tool,3.3,All Levels,https://www.udemy.com/course/a-complete-journey-to-web-analytics-using-r-programming-tool/,Analyze your website behavior using R tool | By Elementary Learners
Regression Machine Learning with R,3.7,All Levels,https://www.udemy.com/course/regression-machine-learning-with-r/,Learn regression machine learning from basic to expert level through a practical course with R statistical software. | By Diego Fernandez
Learning Path:TensorFlow: The Road to TensorFlow-2nd Edition,3.9,Beginner,https://www.udemy.com/course/learning-pathtensorflow-the-road-to-tensorflow-2nd-edition/,Discover deep learning and machine learning with Python and TensorFlow | By Packt Publishing
Fundamentals of Image convolutions,0.0,Beginner,https://www.udemy.com/course/fundamentals-of-image-convolutions/,"Create effects like emboss, outline, blur, sharpen, sobel using python, open cv and kernels | By Evergreen Technologies"
Hands-On Reinforcement Learning with Java,3.2,Intermediate,https://www.udemy.com/course/hands-on-reinforcement-learning-with-java/,Solve real-world problems by employing reinforcement learning techniques with Java | By Packt Publishing
Artificial Intelligence #3:kNN & Bayes Classification method,3.7,All Levels,https://www.udemy.com/course/artificial-intelligence-3-knn-bayes-classification-method/,Classification methods for students and professionals. Learn k-Nearest Neighbors & Bayes Classification &code in python | By Sobhan N.
Building Advanced OpenCV3 Projects with Python,3.6,Expert,https://www.udemy.com/course/building-advanced-opencv3-projects-with-python/,Discover how to build advanced OpenCV3 projects with Python | By Packt Publishing
Applied Deep Learning with Python: 2-in-1,0.0,Intermediate,https://www.udemy.com/course/applied-deep-learning-with-python-2-in-1/,"Use scikit-learn, TensorFlow, and Keras to create intelligent systems and machine learning solutions | By Packt Publishing"
Learning Path: Data Science With Apache Spark 2,3.6,Beginner,https://www.udemy.com/course/learning-path-data-science-with-apache-spark-2/,Get started with Spark for large-scale distributed data processing and data science | By Packt Publishing
Octave Neural Network for Beginners,3.2,Beginner,https://www.udemy.com/course/octave-neural-network-for-beginners/,"Understand the basics of Octave Neural Network and get started with basic commands, statements and functions. | By SimpliCode Point"
Data Mining with Python: Classification and Regression,3.8,Beginner,https://www.udemy.com/course/data-mining-with-python-implementing-classification-and-reg/,A practical guide that will give you hands-on experience with the popular Python data mining algorithms | By Packt Publishing
Training Your Systems with Python Statistical Modeling,2.0,Intermediate,https://www.udemy.com/course/training-your-systems-with-python-statistical-modeling/,Learn statistical analysis by using various machine learning models | By Packt Publishing
Neural Networks for Swift Developers,3.9,Intermediate,https://www.udemy.com/course/neural-networks-for-swift-developers/,The iOS Programmers guide to Neural Networks | By Brian Rouse
Pandas for Predictive Analysis using scikit-learn,3.0,Intermediate,https://www.udemy.com/course/pandas-for-predictive-analysis-using-scikit-learn/,Learn how to use Pandas for Predictive Analysis by employing scikit-learn | By Packt Publishing
Q&A in Machine Learning and Neural Networks for beginners,4.2,Beginner,https://www.udemy.com/course/qa-in-machine-learning-and-neural-networks-for-beginners/,Find answers to common machine learning questions which arise when you start to learn | By Dan We
Data Science on Python Bootcamp,0.0,Intermediate,https://www.udemy.com/course/data-science-on-python-bootcamp/,"A clear understanding about the data science theory, techniques and its application in Jupyter Notebook platform | By OrangeTree Global"
Artificial Neural Networks tutorial - theory & applications,4.4,Beginner,https://www.udemy.com/course/artificial-neural-networks-tutorial-theory-applications/,Machine learning algorithm (ANN) - simplified. See the use cases with R to understand the application | By Gopal Prasad Malakar
30 minute Introduction to Microsoft Power BI Desktop,3.9,Beginner,https://www.udemy.com/course/30-minute-introduction-to-microsoft-power-bi-desktop/,"Learn how to Import, Model & Clean Data. Create Power BI Measures, Visuals & build a Power BI Dashboard in 30 minutes | By Nolita Analytics"
The Complete Guide to TensorFlow 1.x,3.8,Intermediate,https://www.udemy.com/course/the-complete-guide-to-tensorflow-1x/,Become an expert in machine learning and deep learning with the new TensorFlow 1.x | By Packt Publishing
Getting Started with Machine Learning in R,1.0,Intermediate,https://www.udemy.com/course/getting-started-with-machine-learning-in-r/,Learn to make the most from your data! | By Packt Publishing
Python for Data Science,4.2,Beginner,https://www.udemy.com/course/python-programming-for-creatives/,Learn Python With No Programming Experience in 5 days | By Susana Mullikin
Deep Learning with R,3.5,Intermediate,https://www.udemy.com/course/deep-learning-with-r/,Optimize Algorithms and achieve greater levels of accuracy with Deep learning | By Packt Publishing
Learning Path: R: Powerful Data Analysis with R,3.9,Beginner,https://www.udemy.com/course/learning-path-r-powerful-data-analysis-with-r/,Learn advanced techniques of R to solve real-world problems in data analysis | By Packt Publishing
Advanced Neural Networks with Tensorflow,1.0,Intermediate,https://www.udemy.com/course/advanced-neural-networks-with-tensorflow/,Get hands-on and understand Advanced Neural Networks with TensorFlow | By Packt Publishing
Machine Learning in R : Support Vector Machines,3.0,Intermediate,https://www.udemy.com/course/machine-learning-in-r-support-vector-machines/,Implement a ML solution in R using Support Vector Machines | By Eduonix Learning Solutions
IBM SPSS Modeler: Modeler’s New R Nodes,2.9,Intermediate,https://www.udemy.com/course/ibm-spss-modeler-modelers-new-r-nodes/,IBM SPSS Modeler Seminar Series | By Sandy Midili
Learning Path: Artificial Intelligence for Apps and Games,0.5,Intermediate,https://www.udemy.com/course/learning-path-artificial-intelligence-for-apps-and-games/,Design and implement artificial intelligence in apps and games | By Packt Publishing
R: Complete Data Visualization Solutions,3.4,Intermediate,https://www.udemy.com/course/r-complete-data-visualization-solutions/,Learn by doing - use R’s most popular packages and functions to create interactive visualizations | By Packt Publishing
Behaviour Patterns with Machine Learning Techniques,1.0,Intermediate,https://www.udemy.com/course/behaviour-patterns-with-machine-learning-techniques/,Learn to identify behaviour patterns based on the user actions on the web site using ML techniques | By Packt Publishing
Python for Natural Language Processing(NLP) by Projects,0.0,All Levels,https://www.udemy.com/course/python-for-natural-language-processingnlp-by-projects/,"Learn natural language processing from zero to hero, understand all machine learning models and choose the best | By Xcourse Team"
Machine Learning using Advanced Algorithms and Visualization,4.2,Expert,https://www.udemy.com/course/machine-learning-using-advanced-algorithms-and-visualization/,"Explore advanced algorithm concepts such as random forest vector machine, K- nearest, & more through real-world examples | By Packt Publishing"
Octave for Data Scientists,1.0,Intermediate,https://www.udemy.com/course/octave-for-data-scientists/,"To understand the basics of Octave Neural Network such as running octave and getting started with basic commands, statem | By SimpliCode Point"
Data Analysis with Python - A Complete Guide!: 4-in-1,2.6,Beginner,https://www.udemy.com/course/data-analysis-with-python-a-complete-guide-4-in-1/,Gain an in-depth understanding of data analysis to start your journey to become a Data Science practitioner using Python | By Packt Publishing
Machine Learning with Scala,3.3,Beginner,https://www.udemy.com/course/machine-learning-with-scala/,Explore the most innovative and cutting edge machine learning techniques with Scala | By Packt Publishing
Artificial Intelligence: All you really need to know,4.2,Beginner,https://www.udemy.com/course/all-you-really-need-to-know-about-artificial-intelligence/,"The lay person's guide to Artificial Intelligence, Machine Learning, Deep Learning and Natural Language Processing | By Nitin Mathur"
Applied Machine Learning With R,2.7,All Levels,https://www.udemy.com/course/applied-machine-learning-with-r/,Learn machine learning and implement practical algorithms using R programming | By Eduonix Learning Solutions
R Programming: From Statistics and Analysis to Data Science,4.0,Beginner,https://www.udemy.com/course/r-programming-from-statistics-and-analysis-to-data-science/,Explore how R can provide insights to your data: Go from statistics and analysis to full deep data science. | By Packt Publishing
Real-World Machine Learning Projects Using TensorFlow,3.0,Intermediate,https://www.udemy.com/course/real-world-machine-learning-projects-using-tensorflow/,Build real-world projects and train them using machine learning algorithms with TensorFlow | By Packt Publishing
AI Bot - How To Create Without Coding,2.8,Beginner,https://www.udemy.com/course/ai-bot-how-to-create-without-coding/,Create AI Bots For Facebook Messenger Without Technical Skills | By Maksym V
Learning TensorFlow 2.0,3.2,Intermediate,https://www.udemy.com/course/learning-tensorflow-20/,Learn to use Google's framework: TensorFlow 2.0 | By Packt Publishing
Artificial Intelligence & Deep Learning with Python,1.5,Beginner,https://www.udemy.com/course/artificial-intelligence-deep-learning-with-python/,Deep dive into the world of Artificial Intelligence by leveraging Deep Learning to the fullest | By Packt Publishing
Machine Learning Solutions with scikit-learn: 2-in-1,4.0,Intermediate,https://www.udemy.com/course/machine-learning-solutions-with-scikit-learn-2-in-1/,Implement and evaluate machine learning solutions with scikit-learn | By Packt Publishing
Learning R for Data Visualization,4.1,Beginner,https://www.udemy.com/course/learning-r-for-data-visualization/,Get to grips with R’s most popular packages and functions to create interactive visualizations for the web | By Packt Publishing
Machine Learning with Python: Data Science for Beginners,3.3,All Levels,https://www.udemy.com/course/machine-learning-with-python-data-science-for-beginners/,"Data Science / Machine Learning is the most in-demand and Highest Paying job of 2017 | By TELCOMA Global 60,000+ Students!"
Learning Path: R: Data Analysis and Machine Learning with R,4.0,Beginner,https://www.udemy.com/course/learning-path-r-data-analysis-and-machine-learning-with-r/,Conquer the wider world of data science with R | By Packt Publishing
Python for Data Science,4.1,All Levels,https://www.udemy.com/course/python4ds/,Hands on to the most powerful language. | By Saheb Singh Chaddha
neural networks for beginners from scatch,4.0,Beginner,https://www.udemy.com/course/neural-networks-for-beginners-from-scatch/,a beginners guide to master neural networks programming in python | By Dan We
Apache Spark Project - eCommerce Customer Revenue Prediction,2.5,All Levels,https://www.udemy.com/course/apache-spark-project-ecommerce-customer-revenue-prediction/,Apache Spark Project - eCommerce Customer Revenue Prediction - Spark Machine Learning Models | By Bigdata Engineer
Machine Learning with Scikit-Learn in 7 Hours,3.5,Beginner,https://www.udemy.com/course/machine-learning-with-scikit-learn-in-7-hours/,Machine Learning in practice with Python’s scikit-learn on real-world datasets! | By Packt Publishing
Artificial Intelligence in 3 Hours,0.0,Beginner,https://www.udemy.com/course/artificial-intelligence-in-3-hours/,Get up and running with AI in less than 3 hours | By Packt Publishing
Learn R Programming and Data Fundamentals Through Exercises,3.5,All Levels,https://www.udemy.com/course/learn-r-programming-and-data-science-through-exercises/,Hatch as an Expert in R Programming by learning through practical R exercises that you will see in Data Science | By Dhruv Bais
Machine Learning with Open CV and Python,3.2,Expert,https://www.udemy.com/course/machine-learning-with-open-cv-and-python/,Analyze and understand your data with the power and simplicity of Python | By Packt Publishing
Machine Learning Intro for Python Developers,4.0,Beginner,https://www.udemy.com/course/machine-learning-intro-for-python-developers/,Get started with Machine Learning Algorithms | By Frank Anemaet
R for Statistics and Machine Learning by Project,0.0,All Levels,https://www.udemy.com/course/r-for-statistics-and-machine-learning-by-project/,R Programming for Data Science & Data Analysis. Applying R for Statistics and Data Visualization in R | By Xcourse Team
R Deep Learning Solutions,4.5,Expert,https://www.udemy.com/course/r-deep-learning-solutions/,"Powerful, independent videos to build deep learning models in different application areas using R libraries | By Packt Publishing"
Rock Machine Learning with Python - Multiple LIVE Coding,3.2,Beginner,https://www.udemy.com/course/machine-learning-with-python-/,"Learn Machine Learning with 30+ LIVE Coding ?‍♂️ Statistics, Data Analysis, Linear,Logistic Regression,KNN, SVM | By Up Degree"
Mastering Machine Learning and Deep Learning with TensorFlow,2.6,All Levels,https://www.udemy.com/course/mastering-machine-learning-and-deep-learning-with-tensorflow/,"Utilize TensorFlow & Build, Run, Implement Deep Neural Network And Convolutional Neural Network | By TetraNoodle Team"
Machine Learning for OpenCV 3 - Advanced Methods,0.0,Intermediate,https://www.udemy.com/course/machine-learning-for-opencv-advanced-methods-and-deep-lear/,A practical introduction to the world of machine learning and image processing using OpenCV and Python | By Packt Publishing
Spark Machine Learning Project (House Sale Price Prediction),3.3,1.5 total hours,https://www.udemy.com/course/spark-machine-learning-project-house-sale-price-prediction/,All Levels
Hands-On Deep Learning with TensorFlow 2.0,2.7,Beginner,https://www.udemy.com/course/hands-on-deep-learning-with-tensorflow-20/,"Your hands-on guide Deep Learning to get you up and running with TensorFlow 2.0, more effectively than other courses! | By Packt Publishing"
70-774 Microsoft Azure machine learning practice exams 2020,0.0,20 questions,https://www.udemy.com/course/70-774-microsoft-azure-machine-learning-practice-exams/,Preparation for Microsoft Azure machine learning Certification 2020 | By Data Science Python | Microsoft BI
Datascience with R Language,3.5,Beginner,https://www.udemy.com/course/datascience-with-r-language/,R language | By Ram Reddy
Random Forest Algorithm in Machine Learning,2.3,Intermediate,https://www.udemy.com/course/random-forest-algorithm-in-machine-learning/,mprove the model Performance using Random Forest. | By Data Training Campus
One Stop Guide to Deep Learning with TensorFlow: 5-in-1,1.0,Beginner,https://www.udemy.com/course/one-stop-guide-to-deep-learning-with-tensorflow-5-in-1/,Channel the power of deep learning with Google's brainchild TensorFlow to develop smart systems from scratch! | By Packt Publishing
Core skill for data science: learn dplyr package in R,3.5,Beginner,https://www.udemy.com/course/data-manipulation-in-r-with-dplyr/,Master data manipulation task in R which is one of the most important tasks in data science cycle | By Dunk Chawannut
Deep Learning: An Introduction,3.1,Beginner,https://www.udemy.com/course/deep-learning-an-introduction/,"Deep Learning / Artificial Intelligence is the most exciting, highly sought & one of the fastest-growing field nowadays | By AkaSkills! 35,000+ Students"
Jupyter Notebook - Big Data Visualization Tool,0.0,Beginner,https://www.udemy.com/course/jupyter-notebook-big-data-visualization-tool/,Jupyter Notebook - Big Data Visualization Tool for Data Scientist & Big data Engineers An Open Source Tool (Free Source) | By Bigdata Engineer
Machine Learning Terminology & Process For Beginners,3.6,Beginner,https://www.udemy.com/course/machine-learning-terminology-and-process/,Learn Machine Learning Terminology & Process and gain solid understanding along with hand-on labs. Master 5 Steps of ML | By ClayDesk E-learning
Learn TensorFlow Slim(TF-Slim) From Scratch,4.2,All Levels,https://www.udemy.com/course/tf-slim-course/,Tackle common commercial machine learning problems with TensorFlow Slim(TF-Slim). | By MagicTech Academy
Octave Neural Network - Advanced,3.0,Intermediate,https://www.udemy.com/course/octave-neural-network-advanced/,"Master Plotting, Matrix Manipulation, Set Operations, Image Processing, Audio Processing, Data Containers, Octave Script | By SimpliCode Point"
Advanced Practical Reinforcement Learning,1.0,Expert,https://www.udemy.com/course/advanced-practical-reinforcement-learning/,A comprehensive guide to concepts and advanced algorithm in reinforcement learning | By Packt Publishing
Applied Machine Learning and Deep Learning with R,3.0,Expert,https://www.udemy.com/course/applied-machine-learning-and-deep-learning-with-r/,Deep dive into your data with the power of R | By Packt Publishing
Natural Language Processing in Practice,3.0,Beginner,https://www.udemy.com/course/natural-language-processing-in-practice/,"Build chatbots, text analyzers, classifiers, and more with NLP | By Packt Publishing"
R Programming™ for Data Analysis for Absolute Beginners,0.0,Beginner,https://www.udemy.com/course/r-programming-beginners/,"Learn R Programming Hands-on - Vectors and Data Frames, R Packages & Functions, Data Visualization, ML & Many More | By Teach Premium"
Learning Computer Vision with Tensorflow,2.7,Intermediate,https://www.udemy.com/course/learning-computer-vision-with-tensorflow/,Exploit the power of TensorFlow to create powerful image processing applications | By Packt Publishing
Learn Python For Data Science W/ Search & Recommender Algos!,4.3,Beginner,https://www.udemy.com/course/learn-python-for-data-science-w-search-recommender-algos/,"Practice hands-on text mining with no prior coding skills! Learn basic keyword extraction, search, and recommendation. | By Larry Wai"
Fundamentals of image smoothing,0.0,Beginner,https://www.udemy.com/course/fundamentals-of-image-smoothing/,"Learn effects like bilateral smoothing, Gaussian blur, median and average blur using opencv and python | By Evergreen Technologies"
Java Deep Learning Solutions,3.1,Expert,https://www.udemy.com/course/java-deep-learning-solutions/,Understand Deep Learning algorithms with the most famous Java Framework: DL4J | By Packt Publishing
Deep Learning Projects with PyTorch,3.4,Intermediate,https://www.udemy.com/course/deep-learning-projects-with-pytorch/,Step into the world of PyTorch to create deep learning models with the help of real-world examples | By Packt Publishing
Step-by-Step Machine Learning with Python,3.9,Beginner,https://www.udemy.com/course/step-by-step-machine-learning-with-python/,Put your Python skills to the test and enter the big world of data science to learn the most effective machine learning | By Packt Publishing
Artificial Intelligence #4:SVM & Logistic Classifier methods,3.4,All Levels,https://www.udemy.com/course/artificial-intelligence-4-svm-logistic-classifier-methods/,Classification methods for students & professionals. Learn Support Vector Machine & Bayes Classification &code in python | By Sobhan N.
Python Deep Learning Solutions,3.3,Intermediate,https://www.udemy.com/course/python-deep-learning-solutions/,"Over 20 practical videos on neural network modeling, reinforcement learning, and transfer learning using Python | By Packt Publishing"
"Machine Learning with Python, scikit-learn and TensorFlow",3.1,Beginner,https://www.udemy.com/course/machine-learning-with-python-scikit-learn-tensorflow/,"Apply Machine Learning techniques to solve real-world problems with Python, scikit-learn and TensorFlow | By Packt Publishing"
R: Programming & Troubleshooting: 3-in-1,0.0,Beginner,https://www.udemy.com/course/r-programming-troubleshooting-3-in-1/,Learn programming in R and how to tackle common obstacles faced during performing tasks | By Packt Publishing
The Ultimate 2019 Deep Learning & Machine Learning Bootcamp,4.1,All Levels,https://www.udemy.com/course/deep-learning-machine-learning-bootcamp/,"Use Tensorflow, Keras & Python to build Feedforward, Convolutional, Recurrent, Generative Adversarial Networks & more... | By M Ajmir GOOLAM HOSSEN"
Machine Learning and Data Science Essentials with Python & R,4.0,All Levels,https://www.udemy.com/course/machine-learning-with-python-r/,"Master Machine Learning with Python, Tensorflow & R. Data Science is the most in-demand and Highest Paying Job of 2018 | By AkaSkills! 35,000+ Students"
Distributed Deep Learning with Apache Spark,1.0,Intermediate,https://www.udemy.com/course/distributed-deep-learning-with-apache-spark/,End to end pipeline with different deep learning frameworks to be embedded in Spark workflows | By Packt Publishing
"Logistic Regression, Decision Tree and Neural Network in R",3.8,All Levels,https://www.udemy.com/course/logistic-regression-decision-tree-and-neural-network-in-r/,"Logistic Regression, Decision Tree and Neural Network in R | By Modeste Atsague"
LEARNING PATH: TensorFlow: Complete Solutions to TensorFlow,4.3,Intermediate,https://www.udemy.com/course/learning-path-tensorflow-complete-solutions-to-tensorflow/,"Perform efficient deep learning on images, text, and data using TensorFlow | By Packt Publishing"
Python Machine Learning - Part 1,3.7,Beginner,https://www.udemy.com/course/python-machine-learning-part-1/,Unlock deeper insights into Machine Leaning with this vital guide to cutting-edge predictive analytics | By Packt Publishing
Basics of R for Data Science,0.0,Intermediate,https://www.udemy.com/course/basics-of-r-for-data-science/,"with R language | By Prof. M. NAGABHUSHANA RAO , Team, K L UNIVERSITY - INDIA"
R for Data Science Solutions,3.2,Intermediate,https://www.udemy.com/course/r-for-data-science-solutions/,Over 100 hands-on tasks to help you effectively solve real-world data problems using the most popular R packages and tec | By Packt Publishing
Troubleshooting Python Machine Learning,3.7,Expert,https://www.udemy.com/course/troubleshooting-python-machine-learning/,Quick fixes for all your Python Machine Learning frustrations | By Packt Publishing
Learn Advance Data Visualization with R,3.5,All Levels,https://www.udemy.com/course/learn-advance-data-visualization-with-r/,Learn Advance Concepts of Data Visualisation. You will learn how to visualise the data using R programming tool. | By Easylearning guru
LEARNING PATH: R: Machine Learning and Deep Learning with R,2.0,Intermediate,https://www.udemy.com/course/learning-path-r-machine-learning-and-deep-learning-with-r/,Combine the power of machine learning and deep learning to create powerful data science applications | By Packt Publishing
Data Mining Through Cluster Analysis Using Python,4.1,All Levels,https://www.udemy.com/course/clusteranalysisandunsupervisedmachinelearningwithpython/,"Discover two non-hierarchical clustering algorithms, k-means and DBSCAN. | By Ermin Dedic"
First step towards learning Artificial Intelligence,3.5,Beginner,https://www.udemy.com/course/first-step-towards-learning-artificial-intelligence/,Start learning AI now | By Aaqib Ahmad
R: Programming and Data Science,4.0,Beginner,https://www.udemy.com/course/r-programming-and-data-science/,Become proficient in statistical and data analysis with R programming concepts | By Packt Publishing
Hands-On Python Deep Learning,3.0,Beginner,https://www.udemy.com/course/hands-on-python-deep-learning/,Implementing deep learning algorithms with Python | By Packt Publishing
Tensorflow Solutions for Data,0.0,Intermediate,https://www.udemy.com/course/tensorflow-solutions-for-data/,Use Tensorflow's capabilities to perform efficient deep learning on Data sets | By Packt Publishing
Practical Python Data Science Techniques,4.1,Intermediate,https://www.udemy.com/course/practical-python-data-science-techniques/,Learn practical solutions to Data Science problems with Python | By Packt Publishing
Python Machine Learning in 7 Days,2.8,Expert,https://www.udemy.com/course/python-machine-learning-in-7-days/,Build powerful Machine Learning models using Python with hands-on practical examples in just a week. | By Packt Publishing
What is Data Science?,2.6,All Levels,https://www.udemy.com/course/what-is-data-science-r/,Build your mathematics and statistics foundations strongly and ensure your Data science fundamentals are in place! | By Sai Acuity Institute of Learning Pvt Ltd Enabling Learning Through Insight!
Learn 3D AR technology with Xcode and Python!,0.0,All Levels,https://www.udemy.com/course/learn-3d-ar-technology-with-xcode-and-python/,Learn to enhance and better visualize your apps with AR technology! Code in Python and Xcode! | By John Bura
TensorFlow 1.x Deep Learning Recipes for AI applications,0.0,Expert,https://www.udemy.com/course/tensorflow-1x-deep-learning-recipes-for-ai-applications/,Real-life use cases to build artificial intelligence algorithms with TensorFlow | By Packt Publishing
Learn Artificial Intelligence with TensorFlow,3.5,Intermediate,https://www.udemy.com/course/learn-artificial-intelligence-with-tensorflow/,Get hands-on and create your own machine learning solutions | By Packt Publishing
Hands-On Machine Learning with Python and Scikit-Learn,3.1,Intermediate,https://www.udemy.com/course/hands-on-machine-learning-with-python-and-scikit-learn/,Develop and apply the best machine learning practices using the powerful features of Python and scikit-learn | By Packt Publishing
Deep Learning with TensorFlow 2.0 in 7 Steps,4.0,Beginner,https://www.udemy.com/course/deep-learning-with-tensorflow-20-in-7-steps/,Seven short lessons and exercises to get you started with deep learning using TensorFlow 2.0 faster than other courses! | By Packt Publishing
Machine Learning Made Easy,4.0,Expert,https://www.udemy.com/course/learn-machine-learning-in-3-hours/,Get hands-on with machine learning using Python. | By Packt Publishing
Machine Learning with Neural Networks: 3-in-1,0.0,Intermediate,https://www.udemy.com/course/machine-learning-with-neural-networks-3-in-1/,Enhance applications with the power of Machine Learning to build high performing day-to-day apps with Neural Networks. | By Packt Publishing
Effective Prediction with Machine Learning - Second Edition,0.0,Intermediate,https://www.udemy.com/course/effective-prediction-with-machine-learning-second-edition/,A one-stop solution to quickly program fast Machine Learning algorithms with NumPy and scikit-learn | By Packt Publishing
Supervised and Unsupervised Learning with Python,3.9,Intermediate,https://www.udemy.com/course/supervised-and-unsupervised-learning-with-python/,Hop on the wonderful journey of machine learning and data analysis | By Packt Publishing
3D Neural Network Visualization with TensorSpace,0.0,Intermediate,https://www.udemy.com/course/3d-neural-network-visualization-with-tensorspace/,Visualize a variety of Neural Network architectures and even show how your pre-trained models process data in real-time | By Packt Publishing
Predictive Analytics : Simple and Intermittent data models,2.8,All Levels,https://www.udemy.com/course/simpleandintermittent/,When the normal forecasting models don't work | By Anamind Business Consulting
LEARNING PATH: R: Advanced Deep Learning with R,3.2,Intermediate,https://www.udemy.com/course/learning-path-r-advanced-deep-learning-with-r/,Two complete courses in one comprehensive training program. | By Packt Publishing
Become a Machine Learning Mobile Product Guru,4.7,All Levels,https://www.udemy.com/course/become-a-machine-learning-mobile-product-guru/,Practical business and technical use cases to empower students understanding and designing intelligent mobile apps | By Paolo Messina
